datetime,instrument,score
2024-12-13,SH600600,-0.015866821212212983
2024-12-13,SH600754,-0.01602767604894436
2024-12-13,SZ002709,-0.016160177560615354
2024-12-13,SH605117,-0.01616868520969609
2024-12-13,SH601872,-0.016748718460480004
2024-12-13,SH600741,-0.01694688009385047
2024-12-13,SH688396,-0.017240375730478995
2024-12-13,SZ300979,-0.017466895989358702
2024-12-13,SH600585,-0.018090975374924788
2024-12-13,SH603290,-0.021357471728190972
2024-12-13,SH600026,-0.02162243270468166
2024-12-13,SZ300413,-0.02329647238314759
2024-12-13,SH601766,-0.025300597752317636
2024-12-13,SZ000807,-0.025873830866326462
2024-12-13,SZ301269,-0.026717623087604586
2024-12-13,SH603259,-0.02721746507987989
2024-12-13,SH603899,-0.030364528020468396
2024-12-13,SZ300408,-0.031138819765676735
2024-12-13,SH601238,-0.03420165882411962
2024-12-13,SH688363,-0.036544005885794296
2024-12-13,SH600674,-0.03969420459933721
2024-12-13,SH600406,-0.04141818227999484
2024-12-13,SH688271,-0.05029933334339626
2024-12-13,SZ002821,-0.05165267458623575
2024-12-13,SH600132,-0.05220069492351091
2024-12-13,SH600104,-0.053344227923751146
2024-12-13,SZ002841,-0.05699682489092673
2024-12-13,SZ002311,-0.07552420642335402
2024-12-13,SH601816,-0.07736367157433925
2024-12-13,SZ300142,-0.08059433788540092
2024-12-13,SH605499,-0.08129043813829963
2024-12-13,SZ300223,-0.08287343569558256
2024-12-13,SZ002410,-0.09066694368653141
2024-12-13,SH601698,-0.09273348555949774
2024-12-13,SZ002603,-0.10564112566824199
2024-12-13,SH603986,-0.113689657957757
2024-12-13,SZ300496,-0.21003662652414304
2024-12-13,SZ300442,-0.3275044314646134
